model,timesteps,mean_score,max_score,min_score,mean_reward,mean_fires,mean_steps,mean_hit_rate,eval_episodes,action6_used
Hierarchical PPO,25000,543.2,1656.0,22.0,581.7488966817345,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,50000,27.2,34.0,16.0,-72.7074849272266,2.4,229.0,0.7,5,False
Hierarchical PPO,75000,543.2,1656.0,22.0,581.6368966817346,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,100000,38.0,88.0,16.0,-60.48403077031236,3.0,287.0,0.7,5,False
Hierarchical PPO,125000,0.0,0.0,0.0,-107.77727786783191,0.0,229.0,0.0,5,False
Hierarchical PPO,150000,543.2,1656.0,22.0,581.4728966817346,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,175000,0.0,0.0,0.0,-107.77727786783191,0.0,229.0,0.0,5,False
Hierarchical PPO,200000,10.4,34.0,0.0,-95.32801283453534,0.8,229.0,0.3333333333333333,5,False
Hierarchical PPO,225000,543.2,1656.0,22.0,581.6768966817347,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,250000,14.0,34.0,0.0,-89.98435840233817,1.0,229.0,0.5333333333333333,5,False
Hierarchical PPO,275000,122.4,510.0,0.0,40.39657680204326,12.8,543.6,0.5127272727272727,5,False
Hierarchical PPO,300000,543.2,1656.0,22.0,581.7488966817345,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,325000,543.2,1656.0,22.0,581.6288966817345,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,350000,0.0,0.0,0.0,-107.77727786783191,0.0,229.0,0.0,5,False
Hierarchical PPO,375000,0.0,0.0,0.0,-107.77727786783191,0.0,229.0,0.0,5,False
Hierarchical PPO,400000,3.6,18.0,0.0,-103.28465125046526,0.2,229.0,0.2,5,False
Hierarchical PPO,425000,0.0,0.0,0.0,-107.77727786783191,0.0,229.0,0.0,5,False
Hierarchical PPO,450000,0.0,0.0,0.0,-107.77727786783191,0.0,229.0,0.0,5,False
Hierarchical PPO,475000,543.2,1656.0,22.0,581.5208966817346,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,500000,24.4,52.0,-14.0,-74.77858338215013,5.8,229.2,0.5284313725490195,5,False
