model,timesteps,mean_score,max_score,min_score,mean_reward,mean_fires,mean_steps,mean_hit_rate,eval_episodes,action6_used
Hierarchical PPO,25000,543.2,1656.0,22.0,581.4648966817346,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,50000,543.2,1656.0,22.0,581.4648966817346,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,75000,543.2,1656.0,22.0,581.6848966817345,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,100000,543.2,1656.0,22.0,581.7488966817345,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,125000,543.2,1656.0,22.0,581.4648966817346,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,150000,168.4,722.0,0.0,104.13457823219797,13.8,694.2,0.5590395480225989,5,False
Hierarchical PPO,175000,0.0,0.0,0.0,-107.77727786783191,0.0,229.0,0.0,5,False
Hierarchical PPO,200000,0.0,0.0,0.0,-107.77727786783191,0.0,229.0,0.0,5,False
Hierarchical PPO,225000,543.2,1656.0,22.0,581.5808966817345,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,250000,42.4,52.0,34.0,-52.60265253141167,4.8,229.6,0.6266666666666666,5,False
Hierarchical PPO,275000,570.8,1680.0,26.0,600.7697587827683,58.6,1487.0,0.5451426024955436,5,False
Hierarchical PPO,300000,543.2,1656.0,22.0,581.7408966817345,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,325000,543.2,1656.0,22.0,581.7568966817346,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,350000,543.2,1656.0,22.0,581.6848966817345,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,375000,543.2,1656.0,22.0,581.6848966817345,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,400000,14.0,18.0,0.0,-89.9856987040902,1.0,229.0,0.7,5,False
Hierarchical PPO,425000,0.0,0.0,0.0,-107.77727786783191,0.0,229.0,0.0,5,False
Hierarchical PPO,450000,106.8,488.0,-4.0,29.662032334787966,12.6,503.2,0.3760869565217392,5,False
Hierarchical PPO,475000,543.2,1656.0,22.0,581.7968966817346,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,500000,0.0,0.0,0.0,-107.77727786783191,0.0,229.0,0.0,5,False
Hierarchical PPO,525000,-6.0,0.0,-30.0,-113.1612778678319,3.0,229.0,0.0,5,False
Hierarchical PPO,550000,-1.6,0.0,-8.0,-109.62927786783193,0.8,229.0,0.0,5,False
Hierarchical PPO,575000,175.2,456.0,22.0,116.95154831536108,22.4,692.8,0.5202236360131096,5,False
Hierarchical PPO,600000,118.8,454.0,22.0,46.33158156492543,16.6,472.2,0.5239059913935782,5,False
Hierarchical PPO,625000,0.0,0.0,0.0,-107.77727786783191,0.0,229.0,0.0,5,False
Hierarchical PPO,650000,151.2,422.0,22.0,88.41151611208383,20.4,629.0,0.5115109201575366,5,False
Hierarchical PPO,675000,543.2,1656.0,22.0,581.8528966817345,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,700000,407.6,1214.0,22.0,410.5896046236868,46.2,1206.2,0.530071754729289,5,False
Hierarchical PPO,725000,-1.6,0.0,-8.0,-109.41727786783193,0.8,229.0,0.0,5,False
Hierarchical PPO,750000,-1.6,0.0,-8.0,-109.41327786783192,0.8,229.0,0.0,5,False
Hierarchical PPO,775000,0.0,0.0,0.0,-107.77727786783191,0.0,229.0,0.0,5,False
Hierarchical PPO,800000,543.2,1656.0,22.0,581.8168966817345,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,825000,543.2,1656.0,22.0,582.1128966817344,58.4,1435.2,0.5366299469604243,5,False
Hierarchical PPO,850000,12.0,34.0,0.0,-92.04984635552937,2.0,229.0,0.19047619047619047,5,False
Hierarchical PPO,875000,0.0,0.0,0.0,-107.77727786783191,0.0,229.0,0.0,5,False
Hierarchical PPO,900000,0.0,0.0,0.0,-107.77727786783191,0.0,229.0,0.0,5,False
